,sentiment,metacritic_prediction,metacritic_id
12235,negative,0.0,32023
12236,negative,0.3,5749
12237,negative,0.0,23284
12238,positive,0.1,25021
12239,negative,0.3,14593
12240,negative,0.3,1298
12241,negative,0.8,35161
12242,positive,0.1,25899
12243,positive,1.0,11933
12244,positive,0.3,33116
12245,positive,0.9,32483
12246,negative,0.0,22574
12247,positive,0.9,25962
12248,positive,0.3,18382
12249,positive,0.8,8887
12250,negative,0.2,22820
12251,negative,0.1,31170
12252,positive,1.0,32884
12253,positive,0.3,16315
12254,positive,0.9,20279
12255,positive,1.0,7002
12256,negative,0.8,30754
12257,positive,0.2,16433
12258,negative,0.1,3180
12259,positive,0.8,2985
12260,negative,0.2,26575
12261,positive,0.8,35592
12262,positive,0.9,1243
12263,negative,1.0,25985
12264,positive,0.1,25021
12265,negative,0.0,30983
12266,negative,0.1,394
12267,negative,0.9,36667
12268,positive,0.9,27200
12269,positive,1.0,22104
12270,positive,1.0,19040
12271,negative,0.1,13270
12272,positive,0.8,27704
12273,negative,0.3,24501
12274,positive,0.8,9157
12275,positive,0.75,32277
12276,negative,1.0,25921
12277,negative,0.3,32546
12278,positive,0.8,18626
12279,positive,0.2,9773
12280,negative,0.2,37777
12281,negative,0.83,14340
12282,positive,0.2,37777
12283,negative,0.3,24501
12284,negative,0.1,37657
12285,positive,0.89,6191
12286,positive,1.0,7709
12287,negative,0.3,34688
12288,negative,0.1,25899
12289,positive,0.1,38296
12290,positive,0.2,14544
12291,positive,1.0,16359
12292,positive,0.1,28207
12293,negative,1.0,21464
12294,positive,0.9,27743
12295,negative,0.75,11919
12296,negative,1.0,24679
12297,negative,0.1,2687
12298,positive,0.0,219
12299,positive,1.0,5448
12300,positive,0.0,32036
12301,positive,0.8,36820
12302,positive,0.9,35152
12303,negative,0.9,14111
12304,positive,0.0,219
12305,negative,0.1,14063
12306,positive,1.0,37289
12307,positive,0.2,16393
12308,negative,1.0,4978
12309,negative,0.2,9730
12310,negative,1.0,37370
12311,positive,1.0,24998
12312,negative,0.1,23414
12313,positive,1.0,31654
12314,negative,1.0,25983
12315,negative,0.2,35511
12316,positive,0.0,6520
12317,negative,1.0,20041
12318,negative,0.8,9891
12319,positive,1.0,38019
12320,positive,0.9,21446
12321,negative,1.0,32109
12322,negative,0.3,1110
12323,negative,0.1,32428
12324,positive,0.0,19257
12325,negative,0.2,6810
12326,negative,0.8,4908
12327,negative,1.0,26953
12328,positive,1.0,14474
12329,negative,0.3,30662
12330,negative,0.1,9741
12331,positive,0.9,21678
12332,positive,1.0,20259
12333,positive,0.9,10374
12334,positive,0.9,27200
12335,positive,0.9,17998
12336,positive,0.0,16459
12337,negative,0.2,30446
12338,negative,0.1,14968
12339,negative,0.1,12086
12340,positive,0.1,8863
12341,negative,0.2,11633
12342,positive,0.75,24690
12343,positive,0.8,17220
12344,positive,0.9,7991
12345,positive,0.9,16601
12346,positive,0.8,11279
12347,negative,0.3,5847
12348,positive,0.9,305
12349,positive,1.0,15962
12350,negative,0.2,26091
12351,positive,0.2,31692
12352,negative,0.0,35420
12353,positive,0.8,38388
12354,negative,0.1,1863
12355,positive,0.9,29553
12356,negative,0.9,15508
12357,negative,0.2,27045
12358,positive,0.8,32002
12359,negative,0.3,6867
12360,positive,0.8,37378
12361,positive,0.1,37657
12362,negative,0.8,28630
12363,negative,0.0,4302
12364,negative,0.2,16433
12365,positive,1.0,23218
12366,negative,0.0,31435
12367,positive,1.0,4201
12368,negative,0.2,16433
12369,negative,0.0,13523
12370,positive,1.0,9825
12371,positive,0.9,522
12372,positive,0.8,18387
12373,positive,1.0,27896
12374,negative,0.2,30446
12375,negative,0.3,32771
12376,negative,0.1,27314
12377,negative,0.0,29795
12378,positive,0.9,2822
12379,positive,0.2,33684
12380,positive,0.9,2294
12381,positive,0.9,24451
12382,negative,0.2,27432
12383,negative,0.0,6354
12384,negative,0.3,38834
12385,negative,0.9,16524
12386,negative,0.3,27722
12387,positive,0.2,16433
12388,positive,1.0,1279
12389,positive,1.0,16880
12390,positive,0.9,33562
12391,positive,0.8,17464
12392,negative,0.9,21515
12393,positive,1.0,29223
12394,positive,0.3,35071
12395,negative,0.9,35714
12396,positive,0.8,24570
12397,negative,0.2,16433
12398,negative,0.2,3073
12399,negative,1.0,27896
12400,positive,0.0,32329
12401,positive,0.75,11986
12402,negative,0.8,11256
12403,negative,0.3,15297
12404,negative,0.9,28113
12405,negative,0.9,21360
12406,negative,0.3,20643
12407,positive,0.9,35152
12408,negative,0.0,11551
12409,negative,1.0,37246
12410,positive,0.9,23843
12411,positive,1.0,12466
12412,positive,1.0,15791
12413,negative,0.1,25021
12414,positive,1.0,1870
12415,negative,0.0,10133
12416,positive,1.0,16358
12417,positive,0.8,25211
12418,negative,0.2,30446
12419,positive,0.8,16700
12420,positive,0.9,21991
12421,positive,0.8,25014
12422,negative,0.1,28111
12423,negative,0.25,23346
12424,negative,0.3,13607
12425,positive,0.8,17440
12426,negative,0.0,12486
12427,positive,0.9,12238
12428,positive,0.8,16700
12429,positive,0.1,8863
12430,negative,1.0,4078
12431,positive,0.8,14053
12432,positive,1.0,37484
12433,positive,0.91,2772
12434,positive,0.1,35461
12435,positive,1.0,25158
12436,positive,0.0,6520
12437,positive,0.9,22957
12438,negative,0.8,9205
12439,positive,0.8,14178
12440,positive,0.9,8294
12441,positive,0.9,16063
12442,negative,0.1,34216
12443,positive,0.8,37053
12444,negative,0.2,118
12445,positive,0.9,7076
12446,negative,0.3,3608
12447,positive,1.0,12813
12448,negative,0.3,37285
12449,negative,0.0,35655
12450,negative,0.8,7697
12451,positive,0.0,19257
12452,negative,0.0,24670
12453,positive,0.8,11279
12454,negative,1.0,37370
12455,negative,0.2,26772
12456,negative,0.2,118
12457,positive,0.9,23139
12458,positive,0.9,10324
12459,negative,0.0,32036
12460,negative,0.3,18382
12461,positive,0.8,32700
12462,positive,1.0,37370
12463,negative,0.9,7357
12464,negative,0.0,26832
12465,positive,0.1,25899
12466,positive,0.8,1040
12467,positive,1.0,23273
12468,negative,0.9,12901
12469,positive,0.8,35161
12470,positive,1.0,3451
12471,positive,0.0,25243
12472,negative,0.8,31669
12473,positive,0.3,13878
12474,positive,0.9,38090
12475,negative,0.2,28554
12476,positive,1.0,28000
12477,positive,0.2,16433
12478,positive,0.3,33116
12479,positive,1.0,8952
12480,positive,0.9,8294
12481,positive,0.0,15141
12482,positive,0.2,23680
12483,positive,0.9,35229
12484,positive,0.2,9050
12485,negative,1.0,29223
12486,negative,1.0,10862
12487,positive,0.2,7560
12488,positive,0.9,34791
12489,negative,0.0,16317
12490,positive,0.8,7345
12491,negative,0.3,14133
12492,negative,0.9,14780
12493,negative,0.2,16521
12494,positive,1.0,6650
12495,negative,1.0,6128
12496,negative,0.2,21288
12497,positive,1.0,32884
12498,negative,0.8,15358
12499,positive,0.3,33116
12500,negative,0.2,16433
12501,positive,0.9,19587
12502,positive,0.75,13213
12503,positive,0.8,37157
12504,negative,0.2,30446
12505,negative,0.0,32862
12506,positive,0.1,22809
12507,positive,0.2,14591
12508,negative,0.2,36759
12509,negative,1.0,24134
12510,positive,1.0,18763
12511,positive,0.9,31205
12512,positive,1.0,28230
12513,positive,1.0,25429
12514,positive,1.0,23218
12515,negative,0.8,38870
12516,positive,1.0,37912
12517,negative,0.2,7420
12518,negative,0.1,13435
12519,positive,0.0,32862
12520,negative,0.9,3292
12521,negative,0.8,33542
12522,negative,0.8,18701
12523,negative,0.3,13607
12524,positive,1.0,27473
12525,positive,1.0,27896
12526,positive,0.9,4301
12527,negative,0.1,6490
12528,negative,0.0,12486
12529,negative,0.2,118
12530,positive,0.3,8355
12531,negative,1.0,3215
12532,negative,0.0,32036
12533,negative,0.3,3608
12534,negative,0.2,11623
12535,positive,0.3,14133
12536,positive,0.9,7678
12537,negative,0.3,27722
12538,positive,0.3,27913
12539,positive,1.0,29491
12540,negative,0.3,14133
12541,positive,0.8,9662
12542,positive,0.8,7345
12543,negative,0.3,26790
12544,negative,0.3,27913
12545,negative,0.3,1298
12546,negative,0.3,20918
12547,negative,0.8,11687
12548,positive,1.0,5803
12549,negative,0.1,34362
12550,positive,0.9,16533
12551,negative,0.1,30252
12552,negative,0.8,4899
12553,negative,0.1,3548
12554,negative,0.2,22494
12555,positive,0.9,30057
12556,negative,0.2,6702
12557,negative,0.1,13435
12558,negative,0.2,8544
12559,negative,0.0,32036
12560,positive,0.9,16531
12561,positive,0.1,31825
12562,negative,0.3,13607
12563,positive,1.0,9585
12564,positive,1.0,3693
12565,positive,1.0,37246
12566,negative,0.1,12086
12567,positive,0.8,24727
12568,positive,0.8,21776
12569,negative,0.3,30685
12570,positive,0.8,7877
12571,positive,0.75,11033
12572,positive,1.0,24919
12573,negative,0.2,20462
12574,positive,0.8,25494
12575,positive,1.0,8081
12576,positive,0.2,703
12577,negative,0.2,20371
12578,positive,0.8,21068
12579,positive,1.0,34517
12580,negative,0.0,26832
12581,positive,0.8,36406
12582,positive,0.9,18655
12583,positive,1.0,37246
12584,positive,0.8,33542
12585,positive,0.8,34858
12586,positive,0.8,24776
12587,positive,0.2,7859
12588,negative,0.8,38228
12589,positive,0.2,30446
12590,positive,0.75,12699
12591,positive,0.8,2711
12592,negative,0.2,25854
12593,negative,0.9,32973
12594,negative,0.2,30446
12595,positive,0.8,1513
12596,positive,0.8,35161
12597,positive,0.1,12818
12598,positive,0.0,35420
12599,negative,0.3,23640
12600,positive,0.8,19306
12601,negative,0.3,33572
12602,positive,0.2,28906
12603,positive,0.3,1857
12604,positive,1.0,5148
12605,positive,0.8,8392
12606,positive,0.8,22735
12607,negative,0.1,32256
12608,positive,0.9,10589
12609,negative,0.3,27580
12610,negative,0.2,16433
12611,negative,0.1,14063
12612,negative,0.2,33684
12613,positive,0.9,19021
12614,negative,1.0,29250
12615,negative,0.0,2016
12616,positive,0.9,28947
12617,positive,0.1,11142
12618,positive,0.8,37223
12619,positive,1.0,23513
12620,negative,0.2,32094
12621,positive,0.1,3013
12622,negative,0.9,30834
12623,positive,0.8,20357
12624,positive,0.0,11193
12625,negative,0.9,20311
12626,negative,0.9,32461
12627,positive,0.0,16258
12628,positive,0.8,38851
12629,negative,0.8,15176
12630,negative,0.1,38296
12631,positive,1.0,21592
12632,negative,0.0,26373
12633,negative,0.9,16450
12634,negative,0.9,11603
12635,positive,0.8,14178
12636,positive,1.0,30957
12637,positive,0.9,27331
12638,negative,0.0,32036
12639,negative,0.9,27761
12640,negative,0.9,35714
12641,negative,0.0,12486
12642,negative,0.1,34112
12643,negative,0.75,32853
12644,positive,1.0,23844
12645,positive,1.0,18213
12646,positive,0.8,9544
12647,positive,0.8,23271
12648,positive,1.0,10773
12649,positive,1.0,8856
12650,negative,0.1,25159
12651,positive,1.0,37934
12652,negative,0.9,37321
12653,negative,0.2,12820
12654,positive,0.9,8861
12655,positive,0.9,15345
12656,negative,1.0,26523
12657,positive,0.3,12862
12658,positive,0.9,30071
12659,positive,0.9,21779
12660,positive,0.9,15455
12661,positive,0.8,692
12662,positive,0.75,35590
12663,positive,0.9,29526
12664,positive,0.8,19193
12665,negative,1.0,29433
12666,positive,0.8,2155
12667,positive,0.9,12151
12668,negative,0.0,26397
12669,negative,0.1,3618
12670,positive,0.2,11072
12671,negative,0.8,2711
12672,negative,0.2,36366
12673,positive,1.0,22258
12674,negative,0.1,2072
12675,negative,0.0,24670
12676,positive,0.8,23281
12677,positive,0.8,28748
12678,negative,0.2,1045
12679,positive,0.8,13670
12680,negative,0.0,38678
12681,negative,0.1,27314
12682,positive,0.3,22111
12683,negative,0.2,31692
12684,positive,0.9,4301
12685,positive,0.2,9404
12686,positive,0.9,12260
12687,negative,0.9,7357
12688,positive,1.0,12676
12689,negative,1.0,21975
12690,negative,0.3,21018
12691,positive,0.9,32839
12692,positive,1.0,17627
12693,negative,0.3,12544
12694,negative,1.0,3554
12695,negative,0.0,9665
12696,negative,0.8,11448
12697,negative,1.0,26069
12698,positive,0.8,37536
12699,negative,1.0,37363
12700,negative,0.0,6189
12701,positive,0.9,38675
12702,positive,0.8,3621
12703,positive,0.3,14931
12704,negative,0.3,2093
12705,positive,1.0,25370
12706,negative,0.2,30375
12707,positive,1.0,27896
12708,negative,0.0,23356
12709,positive,0.8,34286
12710,negative,0.0,32036
12711,negative,0.3,11762
12712,negative,0.2,12031
12713,positive,0.8,8392
12714,positive,0.8,362
12715,positive,0.1,27314
12716,negative,0.2,16433
12717,positive,1.0,8368
12718,positive,1.0,22825
12719,positive,0.3,7846
12720,positive,0.9,522
12721,negative,0.1,14063
12722,positive,1.0,12873
12723,negative,0.2,31242
12724,negative,1.0,10135
12725,positive,0.2,16433
12726,positive,0.3,33595
12727,negative,0.1,23801
12728,negative,0.2,22272
12729,negative,0.0,25656
12730,positive,1.0,32102
12731,positive,0.9,14408
12732,negative,1.0,24134
12733,negative,0.8,12501
12734,positive,0.3,34040
12735,positive,1.0,34731
12736,positive,0.8,32052
12737,positive,1.0,14464
12738,positive,0.0,6520
12739,positive,0.8,37157
12740,negative,0.3,3608
12741,negative,0.0,26832
12742,negative,0.2,23680
12743,positive,1.0,29483
12744,positive,1.0,5195
12745,positive,0.2,12820
12746,positive,0.2,37120
12747,positive,0.1,22809
12748,negative,0.3,16171
12749,negative,0.1,35937
12750,positive,0.3,7347
12751,negative,0.1,22809
12752,negative,0.8,24429
12753,negative,1.0,3628
12754,positive,0.8,7508
12755,positive,1.0,32334
12756,negative,0.9,11603
12757,positive,0.88,37031
12758,positive,1.0,3722
12759,positive,0.9,24359
12760,positive,1.0,21974
12761,positive,0.9,20513
12762,negative,0.3,14593
12763,positive,0.9,14885
12764,positive,1.0,11933
12765,positive,0.8,3634
12766,negative,0.2,16433
12767,positive,1.0,4553
12768,negative,0.0,27148
12769,positive,0.8,33041
12770,negative,1.0,36320
12771,positive,0.9,1243
12772,negative,0.8,3086
12773,negative,0.9,25180
12774,positive,0.0,6520
12775,positive,1.0,34867
12776,positive,0.2,23680
12777,positive,0.9,30364
12778,negative,0.3,15444
12779,negative,0.8,23486
12780,positive,1.0,10536
12781,positive,1.0,37246
12782,positive,0.3,15678
12783,positive,0.8,23281
12784,negative,0.9,7227
12785,positive,1.0,3150
12786,negative,1.0,25993
12787,positive,1.0,27499
12788,positive,0.9,23718
12789,positive,1.0,16167
12790,positive,1.0,32905
12791,negative,1.0,18211
12792,negative,0.8,36406
12793,negative,0.2,24749
12794,negative,0.9,16116
12795,negative,0.9,35714
12796,positive,0.9,27587
12797,negative,0.0,2526
12798,positive,0.8,8392
12799,positive,0.9,13913
12800,positive,1.0,16309
12801,positive,0.2,6790
12802,positive,1.0,21116
12803,negative,0.8,14062
12804,positive,0.8,37536
12805,positive,0.1,3180
12806,positive,0.8,32480
12807,negative,0.8,7508
12808,positive,0.1,24242
12809,negative,0.9,14780
12810,negative,0.8,9021
12811,positive,0.9,27242
12812,positive,0.3,23328
12813,positive,1.0,29237
12814,positive,0.2,24749
12815,positive,0.8,14193
12816,negative,0.0,16258
12817,positive,0.1,25021
12818,negative,0.1,16339
12819,positive,0.8,22648
12820,positive,0.9,35714
12821,positive,0.8,18740
12822,negative,1.0,2259
12823,positive,0.8,34858
12824,positive,0.9,36752
12825,negative,0.8,18832
12826,positive,0.9,31212
12827,positive,0.0,17059
12828,positive,0.3,18382
12829,positive,0.9,2817
12830,positive,0.0,23171
12831,positive,0.0,1318
12832,negative,0.2,16433
12833,positive,0.8,34855
12834,positive,0.2,14653
12835,negative,0.0,31699
12836,positive,0.2,30446
12837,negative,0.8,18939
12838,negative,0.3,3407
12839,positive,0.9,18407
12840,negative,0.0,26925
12841,positive,1.0,37370
12842,negative,0.8,5736
12843,positive,0.0,19801
12844,negative,0.1,32256
12845,negative,0.3,29203
12846,positive,0.1,15101
12847,negative,0.3,38834
12848,negative,0.2,16433
12849,negative,1.0,6128
12850,positive,0.2,16433
12851,negative,0.2,23680
12852,negative,0.2,36759
12853,negative,0.0,16317
12854,negative,0.9,30364
12855,positive,1.0,22853
12856,negative,0.2,24533
12857,negative,0.9,38090
12858,negative,0.0,2526
12859,positive,0.2,24740
12860,positive,0.0,32036
12861,negative,0.2,2642
12862,positive,0.3,20137
12863,positive,1.0,9585
12864,negative,1.0,10536
12865,negative,0.0,38195
12866,positive,0.1,13270
12867,positive,0.75,8777
12868,negative,0.2,22272
12869,negative,0.0,30983
12870,negative,0.75,37642
12871,negative,0.0,32036
12872,positive,0.8,38306
12873,positive,0.9,2294
12874,positive,0.0,38488
12875,positive,0.2,16393
12876,positive,0.79,20396
12877,negative,0.1,9741
12878,negative,0.2,30446
12879,positive,0.91,35734
12880,positive,0.3,30829
12881,positive,1.0,37079
12882,negative,0.3,13546
12883,negative,0.1,31260
12884,positive,0.9,24451
12885,negative,0.0,28116
12886,positive,1.0,32884
12887,positive,1.0,26520
12888,positive,1.0,22734
12889,negative,1.0,14926
12890,positive,0.3,31902
12891,positive,1.0,30835
12892,positive,1.0,14452
12893,negative,0.1,8863
12894,positive,0.3,33363
12895,negative,0.1,25899
12896,negative,1.0,17951
12897,positive,0.8,32135
12898,positive,0.3,9433
12899,negative,1.0,16188
12900,negative,0.1,3601
12901,negative,0.3,31824
12902,negative,0.3,2044
12903,positive,0.9,37232
12904,negative,0.2,30446
12905,positive,1.0,1882
12906,positive,0.8,12626
12907,negative,0.1,31344
12908,negative,0.8,25401
12909,positive,0.8,34292
12910,negative,0.2,16433
12911,negative,0.9,2123
12912,positive,0.1,2709
12913,positive,1.0,6530
12914,positive,0.8,13866
12915,positive,1.0,33285
12916,positive,1.0,11661
12917,negative,0.3,35071
12918,positive,0.8,6914
12919,positive,0.2,12031
12920,positive,0.9,30918
12921,negative,0.2,16433
12922,positive,0.3,7216
12923,negative,0.1,25021
12924,positive,1.0,22258
12925,negative,0.1,34362
12926,positive,0.9,26002
12927,negative,0.0,36556
12928,positive,0.8,36820
12929,negative,0.0,8066
12930,positive,0.9,4400
12931,positive,0.8,7294
12932,positive,0.9,3806
12933,negative,0.8,26103
12934,positive,0.8,20318
12935,negative,0.2,27768
12936,positive,0.9,19021
12937,positive,0.8,26617
12938,positive,0.1,10652
12939,negative,0.9,19323
12940,negative,0.2,36759
12941,positive,0.1,24163
12942,negative,1.0,1758
12943,positive,0.91,26675
12944,negative,0.1,14998
12945,negative,0.0,37527
12946,positive,0.8,31669
12947,negative,0.0,12090
12948,positive,0.9,30295
12949,negative,0.0,32036
12950,positive,0.3,1332
12951,positive,0.2,703
12952,positive,0.8,37454
12953,positive,0.9,28802
12954,positive,0.9,19839
12955,positive,0.8,22040
12956,positive,0.3,1785
12957,positive,0.2,21139
12958,negative,1.0,6128
12959,positive,0.8,1766
12960,positive,0.8,25375
12961,negative,0.9,16917
12962,positive,0.1,8863
12963,positive,0.8,6749
12964,positive,0.0,23171
12965,positive,0.8,21200
12966,positive,1.0,29483
12967,positive,0.1,1681
12968,positive,1.0,16358
12969,positive,0.8,38388
12970,negative,0.9,31212
12971,positive,1.0,37246
12972,negative,0.1,2837
12973,positive,0.9,19839
12974,positive,0.8,35742
12975,positive,0.8,1527
12976,negative,1.0,23706
12977,negative,0.9,2123
12978,positive,0.9,17850
12979,negative,1.0,23218
12980,negative,0.1,17419
12981,positive,0.8,36076
12982,positive,0.3,4445
12983,positive,1.0,5174
12984,positive,0.8,1699
12985,positive,0.9,10324
12986,negative,0.2,14653
12987,positive,0.9,32859
12988,negative,0.1,32015
12989,negative,0.0,32036
12990,positive,0.3,4193
12991,positive,1.0,9344
12992,negative,0.0,20953
12993,positive,0.2,30446
12994,positive,0.3,20796
12995,positive,0.9,32461
12996,positive,1.0,27896
12997,positive,1.0,10773
12998,negative,0.2,24129
12999,negative,0.2,21235
13000,positive,0.9,29902
13001,positive,0.8,26818
13002,positive,0.8,23281
13003,positive,0.91,26675
13004,positive,1.0,36171
13005,positive,1.0,2531
13006,negative,0.0,32036
13007,positive,0.0,23356
13008,positive,0.8,21389
13009,negative,0.3,10134
13010,positive,1.0,8024
13011,negative,0.9,18548
13012,positive,0.8,32684
13013,negative,0.2,14920
13014,negative,0.2,16393
13015,positive,1.0,5195
13016,positive,0.8,10611
13017,negative,0.2,22494
13018,positive,0.9,17850
13019,positive,1.0,25092
13020,positive,0.8,37454
13021,positive,0.8,7508
13022,negative,0.0,7843
13023,positive,1.0,9585
13024,negative,0.3,1298
13025,positive,0.2,36759
13026,negative,1.0,440
13027,positive,1.0,9029
13028,positive,0.1,22767
13029,positive,1.0,4605
13030,negative,1.0,4430
13031,positive,0.9,38104
13032,positive,0.9,18260
13033,positive,0.75,22918
13034,positive,1.0,23624
13035,negative,0.9,27347
13036,positive,0.9,27165
13037,negative,0.2,24740
13038,positive,0.2,24278
13039,negative,0.8,31224
13040,positive,0.9,20052
13041,positive,0.9,12511
13042,positive,0.3,14593
13043,negative,0.3,12544
13044,positive,0.1,31825
13045,positive,1.0,4201
13046,positive,0.8,2155
13047,negative,0.1,22767
13048,positive,0.3,5175
13049,negative,0.0,36769
13050,negative,0.8,7321
13051,positive,0.8,6125
13052,positive,0.9,7701
13053,positive,0.2,16496
13054,negative,0.2,16433
13055,negative,0.1,9741
13056,positive,0.3,18765
13057,negative,1.0,4128
13058,positive,0.9,30364
13059,negative,0.1,36543
13060,positive,0.9,10397
13061,negative,0.9,19021
13062,positive,1.0,13376
13063,positive,0.9,305
13064,negative,0.0,3735
13065,positive,1.0,30184
13066,negative,1.0,10862
13067,positive,1.0,27896
13068,positive,1.0,19407
13069,positive,0.2,28906
13070,negative,0.8,20647
13071,negative,0.3,20918
13072,negative,1.0,10536
13073,negative,1.0,15185
13074,positive,0.9,37081
13075,negative,0.1,12086
13076,negative,0.2,24740
13077,negative,0.8,37148
13078,positive,0.8,16481
13079,negative,0.9,28684
13080,positive,1.0,17932
13081,positive,0.1,9741
13082,positive,0.8,22648
13083,positive,0.0,5552
13084,negative,0.3,9153
13085,positive,0.2,29696
13086,negative,0.8,33542
13087,positive,1.0,24998
13088,positive,0.9,27009
13089,positive,0.1,9156
13090,positive,0.8,18740
13091,negative,0.1,17419
13092,negative,0.0,15318
13093,positive,0.1,35757
13094,negative,0.1,30252
13095,positive,0.9,34266
13096,negative,1.0,13557
13097,positive,0.9,29263
13098,positive,0.8,27158
13099,negative,0.3,12509
13100,negative,0.9,15508
13101,negative,0.1,28670
13102,positive,0.2,5159
13103,negative,0.0,29795
13104,positive,0.2,6810
13105,positive,0.0,22655
13106,negative,0.2,16433
13107,negative,0.1,33729
13108,negative,0.1,16339
13109,positive,1.0,28544
13110,negative,0.8,8392
13111,positive,0.3,33116
13112,positive,0.0,32036
13113,positive,1.0,4439
13114,negative,0.3,280
13115,positive,0.83,14340
13116,positive,0.89,33854
13117,negative,0.9,8294
13118,negative,0.0,36404
13119,negative,1.0,19144
13120,negative,0.1,20294
13121,positive,0.8,18277
13122,positive,0.8,23281
13123,negative,0.0,6189
13124,positive,1.0,6278
13125,negative,0.2,3049
13126,negative,0.2,23680
13127,positive,0.8,30300
13128,negative,0.1,13435
13129,negative,1.0,35865
13130,negative,0.9,34266
13131,positive,1.0,26845
13132,negative,0.0,32036
13133,positive,1.0,440
13134,negative,0.8,17397
13135,positive,0.9,16950
13136,positive,1.0,22304
13137,positive,0.8,21024
13138,negative,0.0,825
13139,negative,0.1,14063
13140,negative,0.8,34855
13141,positive,0.9,16183
13142,positive,0.8,19897
13143,positive,1.0,12466
13144,positive,0.8,16127
13145,negative,0.1,30252
13146,positive,0.2,14953
13147,negative,0.0,32036
13148,positive,0.3,9759
13149,positive,1.0,19032
13150,negative,0.3,30865
13151,negative,0.8,7508
13152,negative,0.3,4544
13153,positive,0.9,15345
13154,positive,0.9,7352
13155,negative,0.8,31669
13156,positive,1.0,28000
13157,negative,0.9,33073
13158,positive,0.2,16014
13159,positive,0.8,20927
13160,negative,0.1,7986
13161,positive,0.8,38851
13162,negative,0.0,29904
13163,negative,0.8,1390
13164,positive,0.0,219
13165,positive,0.9,16917
13166,positive,0.8,6997
13167,positive,0.91,35734
13168,positive,0.8,32415
13169,negative,0.0,12486
13170,positive,0.8,32882
13171,positive,0.8,3258
13172,negative,0.0,825
13173,negative,1.0,20256
13174,negative,0.1,32428
13175,positive,1.0,31992
13176,positive,0.1,34362
13177,negative,0.1,22226
13178,positive,0.9,14910
13179,positive,0.3,30829
13180,negative,0.2,30446
13181,positive,0.9,15508
13182,negative,0.1,32015
13183,negative,0.0,25586
13184,negative,0.2,6810
13185,positive,1.0,24057
13186,positive,0.8,38751
13187,positive,0.8,32684
13188,positive,0.9,16450
13189,positive,1.0,3072
13190,negative,0.3,9711
13191,positive,1.0,30484
13192,negative,0.9,11603
13193,positive,0.9,36211
13194,positive,1.0,797
13195,positive,1.0,30045
13196,negative,0.2,118
13197,positive,0.9,35152
13198,positive,1.0,1870
13199,negative,1.0,10448
13200,negative,1.0,24140
13201,positive,0.0,6668
13202,negative,0.1,12818
13203,negative,0.0,8721
13204,positive,1.0,9842
13205,negative,0.3,14133
13206,positive,0.0,32036
13207,positive,1.0,6142
13208,negative,1.0,14452
13209,positive,0.8,36193
13210,positive,0.9,20311
13211,positive,1.0,31530
13212,positive,0.9,27494
13213,positive,0.8,11413
13214,negative,0.88,26554
13215,positive,0.8,34583
13216,positive,0.9,8294
13217,negative,0.8,20151
13218,positive,0.8,7508
13219,positive,0.2,28906
13220,negative,0.2,15715
13221,negative,0.2,16393
13222,negative,0.2,22641
13223,negative,0.8,35742
13224,positive,0.9,34266
13225,positive,1.0,23077
13226,positive,0.9,32803
13227,negative,0.0,32036
13228,positive,0.8,18701
13229,negative,0.9,23843
13230,positive,1.0,2120
13231,positive,1.0,6128
13232,negative,0.0,22340
13233,positive,1.0,23513
13234,negative,0.8,32676
13235,negative,0.0,13523
13236,negative,0.2,27196
13237,positive,0.3,16200
13238,positive,0.9,4629
13239,negative,0.83,14340
13240,positive,0.8,10865
13241,positive,0.1,13270
13242,negative,0.91,35734
13243,negative,0.3,8355
13244,negative,0.3,20643
13245,negative,0.3,19543
13246,negative,0.2,7981
13247,negative,0.3,25419
13248,positive,0.1,25899
13249,positive,0.8,17397
13250,positive,1.0,29020
13251,negative,0.2,22494
13252,positive,0.8,1513
13253,positive,1.0,32004
13254,negative,0.3,28758
13255,positive,0.8,15397
13256,negative,0.8,6413
13257,negative,0.8,23176
13258,positive,1.0,16225
13259,negative,0.2,16433
13260,positive,1.0,16059
13261,positive,1.0,11933
13262,positive,0.3,2026
13263,negative,0.3,23553
13264,positive,0.9,14867
13265,negative,0.3,27580
13266,positive,0.8,16700
13267,positive,0.3,7216
13268,positive,0.8,7257
13269,positive,1.0,21823
13270,negative,0.0,12258
13271,positive,0.2,9730
13272,negative,0.9,28947
13273,positive,0.8,8237
13274,positive,0.9,4014
13275,positive,0.2,22820
13276,positive,0.8,28647
13277,positive,1.0,21137
13278,negative,0.9,20017
13279,negative,1.0,25424
13280,positive,0.8,17357
13281,positive,0.0,38326
13282,positive,0.9,37321
13283,positive,1.0,34731
13284,positive,0.8,35161
13285,positive,0.3,7216
13286,negative,0.2,16433
13287,positive,0.2,26575
13288,positive,0.8,33027
13289,positive,0.1,38296
13290,positive,0.9,4417
13291,positive,0.8,21950
13292,positive,0.8,24055
13293,positive,0.8,31669
13294,positive,0.3,26874
13295,negative,0.0,25586
13296,positive,0.3,35061
13297,positive,0.8,18701
13298,positive,0.1,32015
13299,negative,0.0,27754
13300,negative,0.9,8294
13301,negative,0.3,28653
13302,positive,1.0,10773
13303,positive,0.8,34935
13304,positive,0.9,8294
13305,negative,0.2,33212
13306,positive,0.8,31547
13307,negative,0.3,38635
13308,negative,1.0,21107
13309,positive,0.8,18941
13310,negative,0.2,695
13311,positive,0.8,19720
